group,lyrics_title,lyrics_text
Legião Urbana,Conexão Amazônica," Estou cansado de ouvir falar Em Freud, Jung, Engels, Marx Intrigas intelectuais Rodando em mesa de bar Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah O que eu quero eu não tenho O que eu não tenho eu quero ter Não posso ter o que eu quero E acho que isso não tem nada a ver Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Os tambores da selva já começaram a rufar Os tambores da selva já começaram a rufar A cocaína não vai chegar A cocaína não vai chegar Conexão amazônica está interrompida Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah E você quer ficar maluco sem dinheiro e acha que está tudo bem Mas alimento pra cabeça nunca vai matar a fome de ninguém Uma peregrinação involuntária talvez fosse a solução Auto-exílio nada mais é do que ter seu coração na solidão Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Estou cansado de ouvir falar Em Freud, Jung, Engels, Marx Intrigas intelectuais Rodando em mesa de bar Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah"
Legião Urbana,Dado Viciado," Você não tem heroína, então usa Algafan Viciou os seus primos, talvez sua irmã Mas aqui não tem Village, rua 42 Me diz pra onde é que é que você vai depois Por que você deixou suas veias fecharem? Não tem mais lugar pras agulhas entrarem Você não conversa, não quer mais falar Só tem as agulhas pra lhe ajudar Cadê o bronze no corpo? Os olhos azuis? O seu corpo tem marca de sangue e pus Você não sabe se é Março ou Fevereiro Trancado o dia inteiro dentro do banheiro Dado, Dado, Dado O que fizeram com você? Dado, Dado, Dado O que fizeram com você? Cadê os seus planos? Cadê as meninas? Você agora enche a cara e cai pelas esquinas Eu quero você, mas não vou lhe ajudar Não me peça dinheiro, não vou lhe entregar Cadê a criança? Meu primo e irmão Se perdeu por aí com seringas na mão Dado, Dado, Dado O que fizeram com você? Dado, Dado, Dado O que fizeram com você? Dado, Dado, Dado O que fizeram com você? Dado, Dado, Dado O que fizeram com você?"
Legião Urbana,Daniel Na Cova Dos Leões," Aquele gosto amargo do teu corpo Ficou na minha boca por mais tempo De amargo, então salgado ficou doce Assim que o teu cheiro forte e lento Fez casa nos meus braços E ainda leve, forte, cego e tenso Fez saber Que ainda era muito e muito pouco Faço nosso o meu segredo mais sincero E desafio o instinto dissonante A insegurança não me ataca quando erro E o teu momento passa a ser o meu instante E o teu medo de ter medo de ter medo Não faz da minha força confusão Teu corpo é meu espelho e em ti navego E eu sei que a tua correnteza não tem direção Mas, tão certo quanto o erro de ser barco a motor E insistir em usar os remos É o mal que a água faz quando se afoga E o salva-vidas não está lá porque não vemos"
Legião Urbana,Depois do Começo," Vamos deixar as janelas abertas E deixar o equilíbrio ir embora Cair como um saxofone na calçada Amarrar um fio de cobre no pescoço Acender o intervalo pelo filtro Usar um extintor como lençol Jogar pólo-aquático na cama Ficar deslizando pelo teto Da nossa casa cega e medieval Cantar canções em línguas estranhas Retalhar as cortinas desarmadas Com a faca surda que a fé sujou Desarmar os brinquedos indecentes E a indecência pura dos retratos no salão Vamos beber livros e mastigar tapetes Catar pontas de cigarros nas paredes Abrir a geladeira e deixar o vento sair Cuspir um dia qualquer no futuro De quem Já desapareceu Deus, Deus Somos todos ateus Vamos cortar os cabelos do príncipe E entregá-los a um deus plebeu E depois do começo O que vier vai começar a ser o fim E depois do começo O que vier vai começar a ser o fim E depois do começo O que vier vai começar a ser o fim E depois do começo O que vier vai começar a ser"
Legião Urbana,Desemprego, Não sei se tenho medo Não sei se tenho medo Só esse desespero Esqueço quando bebo E é mais um aumento Não tenho mais dinheiro Atraso o aluguel Mau compro alimento Não sei se tenho medo Não sei se tenho medo Trabalho o tempo inteiro To procurando emprego Quem vai ser despedido? Quem vai dançar primeiro? E o pouco que eu recebo É uma metade pelo meio Não sei se tenho medo Não sei se tenho medo Só esse desespero Esqueço quando bebo Quem vai ser despedido? Quem vai dançar primeiro? E o pouco que eu recebo É uma metade pelo meio Não sei se tenho medo Não sei se tenho medo...
Legião Urbana,Dezesseis," João Roberto era o maioral O nosso Johnny era um cara legal Ele tinha um Opala metálico azul Era o rei dos pegas na Asa Sul E em todo lugar Quando ele pegava no violão Conquistava as meninas E quem mais quisesse ter Sabia tudo da Janis Do Led Zeppelin, dos Beatles e dos Rolling Stones Mas de uns tempos pra cá Meio que sem querer Alguma coisa aconteceu Johnny andava meio quieto demais Só que quase ninguém percebeu Johnny estava com um sorriso estranho Quando marcou um super pega no fim de semana Não vai ser no CASEB Nem no Lago Norte, nem na UnB As máquinas prontas Um ronco de motor A cidade inteira se movimentou E Johnny disse Eu vou pra curva do Diabo, em Sobradinho, e vocês? E os motores saíram ligados a mil Pra estrada da morte o maior pega que existiu Só deu para ouvir, foi aquela explosão E os pedaços do Opala azul de Johnny pelo chão No dia seguinte, falou o diretor O aluno João Roberto não está mais entre nós Ele só tinha dezesseis Que isso sirva de aviso pra vocês E na saída da aula, foi estranho e bonito Todo o mundo cantando baixinho Strawberry Fields Forever Strawberry Fields Forever E até hoje, quem se lembra Diz que não foi o caminhão Nem a curva fatal E nem a explosão Johnny era fera demais Pra vacilar assim E o que dizem que foi tudo Por causa de um coração partido Um coração Bye, bye bye Johnny Johnny, bye, bye Bye, bye Johnny"
Legião Urbana,Do Espírito," Sai de mim Que eu não quero mais saber de você Esse eu te quero já não me convence mais E agora já nem me incomoda Sai de mim Não gosto de ser rejeitado E agora não tem volta Eu pego o bonde andando Você pegou o bonde errado Sua curiosidade é má E a ignorância é vizinha da maldade E só porque eu tenho não pense que é de mim Que você vai ter e conseguir o que não tem Só estou aberto a quem sempre foi do bem E agora estou fechado pra você Não, não, não venha pra cá Que eu não quero mais saber de você Não, não, não venha pra cá Que eu não quero mais saber de você Não, não, não venha pra cá Que eu não quero mais saber de você Não, não, não venha pra cá Que eu não quero mais saber de você Não me procura não Você não vai me achar Você não consegue entender Não, não, não venha pra cá Que eu não quero mais saber de você Não, não, não venha pra cá Que eu não quero mais saber de você Não, não, não venha pra cá Que eu não quero mais saber de você Não me procura não Você não vai me achar Você não consegue entender"
Legião Urbana,Dois Elefantes," Não sei se hoje é ontem ou anteontem E do seu telefonema eu não vi nem A cor Existe uma coisa que me dói perder, existe Uma coisa que custei a ganhar Meu rosto e teu rosto, rindo Dois elefantes no fundo do mar Me falaram de um trem, eu fui pra estação E do teu sorriso eu não vi nem a cor Existe uma coisa que eu queria Esquecer, existe Uma coisa que me dói lembrar Meu rosto e teu rosto roxos Dois elefantes sem respirar E o tempo, e o tempo É um trem que custa a passar Alguém te viu rindo, eu tava longe Um elefante pra lá, e outro pra cá. E o tempo, e o tempo É um trem que custa a passar Alguém te viu rindo, eu tava longe Um elefante pra lá, e outro pra cá."
Legião Urbana,Eduardo e Mônica," Quem um dia irá dizer Que existe razão Nas coisas feitas pelo coração? E quem irá dizer Que não existe razão? Eduardo abriu os olhos, mas não quis se levantar Ficou deitado e viu que horas eram Enquanto Mônica tomava um conhaque No outro canto da cidade, como eles disseram Eduardo e Mônica um dia se encontraram sem querer E conversaram muito mesmo pra tentar se conhecer Um carinha do cursinho do Eduardo que disse Tem uma festa legal, e a gente quer se divertir Festa estranha, com gente esquisita Eu não tô legal, não aguento mais birita E a Mônica riu, e quis saber um pouco mais Sobre o boyzinho que tentava impressionar E o Eduardo, meio tonto, só pensava em ir pra casa É quase duas, eu vou me ferrar Eduardo e Mônica trocaram telefone Depois telefonaram e decidiram se encontrar O Eduardo sugeriu uma lanchonete Mas a Mônica queria ver o filme do Godard Se encontraram, então, no parque da cidade A Mônica de moto e o Eduardo de camelo O Eduardo achou estranho e melhor não comentar Mas a menina tinha tinta no cabelo Eduardo e Mônica eram nada parecidos Ela era de Leão e ele tinha dezesseis Ela fazia Medicina e falava alemão E ele ainda nas aulinhas de inglês Ela gostava do Bandeira e do Bauhaus Van Gogh e dos Mutantes, de Caetano e de Rimbaud E o Eduardo gostava de novela E jogava futebol de botão com seu avô Ela falava coisas sobre o Planalto Central Também magia e meditação E o Eduardo ainda tava no esquema Escola, cinema, clube, televisão E mesmo com tudo diferente, veio mesmo, de repente Uma vontade de se ver E os dois se encontravam todo dia E a vontade crescia, como tinha de ser Eduardo e Mônica fizeram natação, fotografia Teatro, artesanato, e foram viajar A Mônica explicava pro Eduardo Coisas sobre o céu, a terra, a água e o ar Ele aprendeu a beber, deixou o cabelo crescer E decidiu trabalhar (não!) E ela se formou no mesmo mês Que ele passou no vestibular E os dois comemoraram juntos E também brigaram juntos muitas vezes depois E todo mundo diz que ele completa ela E vice-versa, que nem feijão com arroz Construíram uma casa há uns dois anos atrás Mais ou menos quando os gêmeos vieram Batalharam grana, seguraram legal A barra mais pesada que tiveram Eduardo e Mônica voltaram pra Brasília E a nossa amizade dá saudade no verão Só que nessas férias, não vão viajar Porque o filhinho do Eduardo tá de recuperação E quem um dia irá dizer Que existe razão Nas coisas feitas pelo coração? E quem irá dizer Que não existe razão?"
Legião Urbana,Esperando Por Mim, Acho que você não percebeu Que o meu sorriso era sincero Sou tão cínico às vezes O tempo todo Estou tentando me defender Digam o que disserem O mal do século é a solidão Cada um de nós imerso em sua própria arrogância Esperando por um pouco de afeição Hoje não estava nada bem Mas a tempestade me distrai Gosto dos pingos de chuva Dos relâmpagos e dos trovões Hoje à tarde foi um dia bom Saí prá caminhar com meu pai Conversamos sobre coisas da vida E tivemos um momento de paz É de noite que tudo faz sentido No silêncio eu não ouço meus gritos E o que disserem Meu pai sempre esteve esperando por mim E o que disserem Minha mãe sempre esteve esperando por mim E o que disserem Meus verdadeiros amigos sempre esperaram por mim E o que disserem Agora meu filho espera por mim Estamos vivendo E o que disserem os nossos dias serão para sempre.
Legião Urbana,Eu Era Um Lobisomem Juvenil," Luz e sentido e palavra, palavra É que o coração não pensa Ontem faltou água Anteontem faltou luz Teve torcida gritando Quando a luz voltou Não falo como você fala Mas vejo bem O que você me diz Se o mundo é mesmo Parecido com o que vejo Prefiro acreditar No mundo do meu jeito E você estava esperando voar Mas como chegar até as nuvens com os pés no chão? O que sinto muitas vezes Faz sentido e outras vezes Não descubro um motivo Que me explique porque é Que não consigo ver sentido No que sinto, que procuro O que desejo e o que faz parte Do meu mundo O arco-íris tem sete cores E fui juiz supremo Vai, vem embora, volta Todos têm, todos têm Suas próprias razões Qual foi a semente que você plantou? Tudo acontece ao mesmo tempo Nem eu mesmo sei direito O que está acontecendo E daí, de hoje em diante Todo dia vai ser o dia mais importante Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Não digo nada Espero o vendaval passar Por enquanto eu não sei O que você me falou Me fez rir e pensar Porque estou tão preocupado Por estar Tão preocupado assim Mesmo se eu cantasse Todas as canções Todas as canções Todas as canções Todas as canções do mundo Sou bicho do mato mas Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Se você quiser alguém pra ser só seu É só não se esquecer, estarei aqui Ou então não terás jamais A chave do meu coração"
