,title,lyrics
126,Sereníssima," Sou um animal sentimental Me apego facilmente ao que desperta o meu desejo Tente me obrigar a fazer o que não quero E cê vai logo ver o que acontece Acho que entendo o que você quis me dizer Mas existem outras coisas Consegui meu equilíbrio cortejando a insanidade Tudo está perdido, mas existem possibilidades Tínhamos a ideia, mas você mudou os planos Tínhamos um plano, você mudou de ideia Já passou, já passou - quem sabe outro dia Antes eu sonhava, agora já não durmo Quando foi que competimos pela primeira vez? O que ninguém percebe é o que todo mundo sabe Não entendo terrorismo, falávamos de amizade Não estou mais interessado no que sinto Não acredito em nada além do que duvido Você espera respostas que eu não tenho mas Não vou brigar por causa disso Até penso duas vezes se você quiser ficar Minha laranjeira verde, por que está tão prateada? Foi da lua dessa noite, do sereno da madrugada Tenho um sorriso bobo, parecido com soluço Enquanto o caos segue em frente Com toda a calma do mundo"
127,Sete Cidades, Já me acostumei com a tua voz Com teu rosto e teu olhar Me partiu em dois E procuro agora o que é minha metade Quando não estás aqui Sinto falta de mim mesmo E sinto falta do meu corpo junto ao teu Meu coração é tão tosco e tão pobre Não sabe ainda os caminhos do mundo Quando não estás aqui Tenho medo de mim mesmo E sinto falta do teu corpo junto ao meu Vem depressa pra mim Que eu não sei esperar Já fizemos promessas demais E já me acostumei com a tua voz Quando estou contigo estou em paz Quando não estás aqui Meu espírito se perde Voa longe
128,Só Por Hoje," Só por hoje eu não quero mais chorar Só por hoje eu espero conseguir Aceitar o que passou e o que virá Só por hoje vou me lembrar que sou feliz Hoje eu já sei que sou tudo que preciso ser Não preciso me desculpar e nem te convencer O mundo é radical Não sei onde estou indo Só sei que não estou perdido Aprendi a viver um dia de cada vez Só por hoje eu não vou me machucar Só por hoje eu não quero me esquecer Que há algumas pouco vinte quatro horas Quase joguei a minha vida inteira fora Não, não, não, não Viver é uma dádiva fatal! No fim das contas ninguém sai vivo daqui Mas vamos com calma! Só por hoje eu não quero mais chorar Só por hoje eu não vou me destruir Posso até ficar triste se eu quiser É só por hoje, ao menos isso eu aprendi Yeah!"
129,Soldados," Nossas meninas estão longe daqui Não temos com quem chorar e nem pra onde ir Se lembra quando era só brincadeira? Fingir ser soldado a tarde inteira? Mas agora a coragem que temos no coração Parece medo da morte, mas não era então Tenho medo de lhe dizer que eu quero tanto Tenho medo e eu sei por que estamos esperando Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Nos defendemos tanto tanto sem saber Por que lutar? Nossas meninas estão longe daqui E de repente eu vi você cair Não sei armar o que eu senti Não sei dizer que vi você ali Quem vai saber o que você sentiu? Quem vai saber o que você pensou? Quem vai dizer agora o que eu não fiz? Como explicar pra você o que eu quis Somos soldados Pedindo esmola A gente não queria lutar A gente não queria lutar A gente não queria lutar A gente não queria lutar"
130,Soldados / Blues da Piedade / Faz Parte do Meu Show / Nascente (Pot-Pourri)," Senhor, piedade! Senhor, piedade! Pra essa gente careta e covarde Vamos pedir piedade Senhor, piedade! E um pouco de coragem Faz parte do meu show Faz parte do meu show, meu amor Nossas meninas estão longe daqui Não temos com quem chorar e nem pra onde ir Se lembra quando era só brincadeira? Fingindo ser soldado a tarde inteira Mas agora a coragem que temos no coração Parece medo da morte Mas não é, então Tenho medo de lhe dizer O que eu quero tanto Tenho medo e eu sei por quê Estamos esperando Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Quem é o inimigo? Quem é você? Nos defendemos tanto, tanto sem saber Porque lutar Clareia manhã O sol vai esconder a clara estrela Ardente, pérola do céu Refletindo teus olhos A luz do dia a contemplar Teu corpo, sedento Louco de prazer E desejos ardentes Nossas meninas estão longe daqui E de repente eu vi você cair Não sei armar o que eu senti Não sei dizer que vi você ali Quem vai saber o que você sentiu? Quem vai saber o que você pensou? Quem vai dizer agora o que eu não fiz? Como explicar pra você o que eu quis? Somos soldados Pedindo esmola E a gente não queria lutar A gente não queria lutar A gente não queria lutar A gente não queria lutar"
131,Soldados / Help / Ball and Chain (Pot-Pourri)," When I was younger, so much younger than today I never needed anybody's help in any way But now, this days are gone and I'm not so self-assured Now I find I've changed my mind and I opened up the doors Help me if you can, I'm feeling down, down, down Help me get my feet back on the ground, ground, ground Won't you please help me? Help me? Won't you please, please, help me? Help me, help me? Help me Oh, yeah, help me, help me! Oh Yeah (""Ball and Chain"", Janis Joplin) You say that it's over, baby You say that it's over, Yeah You say that it's over, baby You say that it's over, yeah Come on, try Won't you try? Won't you try? Won't you try? S-sitting down by my window Oh, looking at the rain Sitting down by my window Oh, looking at the rain Come on, tell me why? Why? Don't you love her like a ball and chain? Like a ball and chain Like a ball and chain Salve Janes, salve Jimmy, salve Jim Morrison Salve Sid Vicious, salve Syd Barret Salve Cazuza, salve John Monroe Salve Silver Spoon, salve John Lennon Salve todos os que estão vivos e que sobreviveram Nossas meninas estão longe daqui Não temos com quem chorar e nem pra onde ir Se lembra quando era só brincadeira Fingir ser soldado a tarde inteira? Mas agora a coragem que temos no coração Parece medo da morte mas não era então Tenho medo de lhe dizer o que eu quero tanto Tenho medo e eu sei porquê: Estamos esperando Quem é o inimigo? Quem é você? Nos defendemos tanto tanto sem saber Porque lutar Salve Bryan Jones, salve Gram Parson Salve James D, salve Nelson Cavaquinho Salve Eliseth Cardoso, salve Torquato Neto Glauber Rocha, salve Billy Holiday Salve rombor, salve Marlyn Monroe (""Salve Legião! Salve Legião! Salve Legião!"") Nossas meninas estão longe daqui E de repente eu vi você cair Não sei armar o que eu senti Não sei dizer que vi você ali Quem vai saber o que você sentiu? Quem vai saber o que você pensou? Quem vai dizer agora o que eu não fiz? Como dizer pra você o que eu quis? Somos soldados Pedindo esmola E a gente não queria lutar A gente não queria lutar A gente não queria lutar A gente não queria lutar"
132,Soul Parsifal," Ninguém vai me dizer o que sentir Meu coração está desperto É sereno nosso amor e santo este lugar Dos tempos de tristeza tive o tanto que era bom Eu tive o teu veneno E o sopro leve do luar Porque foi calma a tempestade E tua lembrança, a estrela a me guiar Da alfazema fiz um bordado Vem, meu amor, é hora de acordar Tenho anis Tenho hortelã Tenho um cesto de flores Eu tenho um jardim e uma canção Vivo feliz, tenho amor Eu tenho um desejo e um coração Tenho coragem e sei quem eu sou Eu tenho um segredo e uma oração Vê que a minha força é quase santa Como foi santo o meu penar Pecado é provocar desejo E depois renunciar Estive cansado Meu orgulho me deixou cansado Meu egoísmo me deixou cansado Minha vaidade me deixou cansado Não falo pelos outros Só falo por mim Ninguém vai me dizer o que sentir Tenho jasmim tenho hortelã Eu tenho um anjo, eu tenho uma irmã Com a saudade teci uma prece E preparei erva-cidreira no café da manhã Ninguém vai me dizer o que sentir E eu vou cantar uma canção p'rá mim"
133,Strani Amori," Mi dispiace devo andare via Ma sapevo che era una bugia Quanto tempo perso dietro a lui Che promette e poi non cambia mai Strani amori mettono nei guai Ma, in realtà, siamo noi E lo aspetti ad un telefono Litigando che sia libero Con il cuore nello stomaco Un gomitolo nell'angolo Lì da sola, dentro un brivido Ma perché lui non c'è E sono strani amori che Fanno crescere e sorridere Fra le lacrime Quante pagine lì da scrivere Sogni e lividi da dividere Sono amori che spesso a questa età Si confondono dentro a quest'anima Che si interroga senza decidere Se è un amore che fa per noi E quante notti perse a piangere Rileggendo quelle lettere Che non riesci più a buttare via Dal labirinto della nostalgia Grandi amori che finiscono Ma perché restano nel cuore Strani amori che vanno e vengono Nei pensieri che lì nascondono Storie vere che ci appartengono Ma si lasciano come noi Strani amori fragili Prigionieri, liberi Strani amori mettono nei guai Ma, in realtà, siamo noi Strani amori fragili Prigionieri, liberi Strani amori che non sanno vivere E si perdono dentro noi Mi dispiace devo andare via Questa volta l'ho promesso a me Perché ho voglia di un amore vero Senza te"
134,Tédio (Com Um T Bem Grande Pra Você)," Moramos na cidade, também o presidente E todos vão fingindo viver decentemente Só que eu não pretendo ser tão decadente não Tédio com um T Bem grande pra você Andar a pé na chuva, às vezes eu me amarro Não tenho gasolina, também não tenho carro Também não tenho nada de interessante pra fazer Tédio com um T Bem grande pra você Tédio com um T Bem grande pra você Se eu não faço nada, não fico satisfeito Eu durmo o dia inteiro e aí não é direito Porque quando escurece, só estou a fim de aprontar Tédio com um T Bem grande pra você"
135,Tempo Perdido, Todos os dias quando acordo Não tenho mais o tempo que passou Mas tenho muito tempo Temos todo o tempo do mundo Todos os dias antes de dormir Lembro e esqueço como foi o dia Sempre em frente Não temos tempo a perder Nosso suor sagrado É bem mais belo que esse sangue amargo E tão sério E selvagem Selvagem Selvagem Veja o sol dessa manhã tão cinza A tempestade que chega é da cor dos teus olhos Castanhos Então me abraça forte Me diz mais uma vez que já estamos Distantes de tudo Temos nosso próprio tempo Temos nosso próprio tempo Temos nosso próprio tempo Não tenho medo do escuro Mas deixe as luzes Acesas agora O que foi escondido É o que se escondeu E o que foi prometido Ninguém prometeu Nem foi tempo perdido Somos tão jovens Tão jovens Tão jovens
136,Teorema," Não vá embora, fique um pouco mais Ninguém sabe fazer o que você me faz É exagero e pode até não ser O que você consegue ninguém sabe fazer Parece energia mas é só distorção E não sabemos se isso é problema Ou se é a solução Não tenha medo, não preste atenção Não dê conselhos, não peça permissão É só você quem deve decidir O que fazer pra tentar ser feliz Parece energia mas é só distorção E parece que sempre termina Mas não tem fim Não vá embora, fique um pouco mais Ninguém sabe fazer o que você me faz É exagero e pode até não ser O que você consegue ninguém sabe fazer Parece um teorema sem ter demonstração E parece que sempre termina Mas não tem fim"
137,The Last Time I Saw Richard," Last time I saw Richard was Detroit in 68 And he told me all romantics meet the same fate Someday, cynical and bitter and boring someone In some dark cafe You laugh, he said you think you're immune, Go look at your eyes They're full of moon You like roses and kisses and pretty men to tell you All those pretty lies, pretty lies When you gonna realize they're only pretty lies Only pretty lies, pretty lies He put a quarter in the wurlitzer, and he pushed Three buttons and the thing began to whirl And a waitress came by a fishnet stockings and a bow tie And she said: Drink up now it's getting on time to close Richard, you haven't really changed, I said That's just now you're romanticizing some pain that's in your head You've got tombs in your in your eyes, but the songs You punched are dreaming Listen, they talk of love so sweet When you gonna get yourself back on your feet? Oh and love can be so sweet, love so sweet Richard got married to a figure skater And he bought her a dish washer and a coffe percolator And he drinks at home now most night with the TV on And all the house lights left up bright I'm gonna blow this damn candle out I don't want nobody comin'over to my table I've got nothing to talk to anybody about All good dreamers passes this away someday Hidin' behind bottles in dark cafes Dark cafes Only this darkness before I get my gorgeous wings And fly away Only a phase, these dark cafe days"
138,Thunder Road," The screen door slams Mary's dress waves Like a vision she dances across the porch As the radio plays Roy Orbison singing for the lonely Hey that's me and I want you only Don't turn me home again I just can't face myself alone again Don't run back inside darling you know just what I'm here for So you're scared and you're thinking That maybe we ain't that young anymore Show a little faith, there's magic in the night You ain't a beauty, but hey you're alright Oh and that's alright with me You can hide 'neath your covers And study your pain Make crosses from your lovers Throw roses in the rain Waste your summer praying in vain For a savior to rise from these streets Well now I'm no hero That's understood All the redemption I can offer, girl Is beneath this dirty hood With a chance to make it good somehow Hey what else can we do now Except roll down the window And let the wind blow back your hair Well the night's busting open These two lanes will take us anywhere We got one last chance to make it real To trade in these wings on some wheels Climb in back Heaven's waiting on down the tracks Oh oh come take my hand Riding out tonight to case the promised land Oh oh Thunder Road, oh Thunder Road oh Thunder Road Lying out there like a killer in the sun Hey I know it's late we can make it if we run Oh Thunder Road, sit tight take hold Thunder Road Well I got this guitar And I learned how to make it talk And my car's out back If you're ready to take that long walk From your front porch to my front seat The door's open but the ride it ain't free And I know you're lonely For words that I ain't spoken But tonight we'll be free All the promises'll be broken There were ghosts in the eyes Of all the boys you sent away They haunt this dusty beach road In the skeleton frames of burned out Chevrolets They scream your name at night in the street Your graduation gown lies in rags at their feet And in the lonely cool before dawn You hear their engines roaring on But when you get to the porch they're gone On the wind, so Mary climb in It's a town full of losers And I'm pulling out of here to win."
139,Travessia do Eixão, Fazei com que eu chegue são e salvo Na casa da Noélia Fazei com que eu chegue são e salvo Na casa da Noélia Nonô Nonô Nonô Nonônô ...(4x) Nossa Senhora do Cerrado Protetora dos pedestres Que atravessam o eixão Às seis horas da tarde Fazei com que eu chegue são e salvo Na casa da Noélia Fazei com que eu chegue são e salvo Na casa da Noélia Nonô Nonô Nonô Nonônô ...(4x) Nossa Senhora do Cerrado Protetora dos pedestres Que atravessam o eixão Às seis horas da tarde Fazei com que eu chegue são e salvo Na casa da Noélia Fazei com que eu chegue são e salvo Na casa da Noélia Nonô Nonô Nonô Nonônô ...(4x) Nossa Senhora do Cerrado Protetora dos pedestres Que atravessam o eixão Às seis horas da tarde....
140,Um Dia Perfeito," Quase morri Há menos de trinta e duas horas atrás Hoje a gente fica na varanda Um dia perfeito com as crianças São as pequenas coisas que valem mais É tão bom estarmos juntos E tão simples: Dia perfeito Corre, corre, corre Que vai chover! Olha a chuva! Não vou me deixar embrutecer Eu acredito nos meus ideais Podem até maltratar meu coração Que meu espírito ninguém vai conseguir quebrar!"
141,Uma Outra Estação," Sei que não tenho a força que tens Se me vejo feliz quase sempre exijo um talvez Ela mora perto de um vulcão E meu coração suburbano espera riquezas maiores Eu sigo o calendário maia E sou descendente dos astecas Hoje vai ter prova Mas no final da aula Acho que tem futebol Gosto quando estou feliz Gosto quando sorris para mim Estou longe, longe Estou em outra estação Não me digam como devo ser Gosto do jeito que sou Quem insiste em julgar os outros Sempre tem alguma coisa p'ra esconder Teu corpo alimenta meu espírito Teu espírito alegra minha mente Tua mente descansa meu corpo Teu corpo aceita o meu como a um irmão Longe longe Estou em outra estação Todos fazem promessas demais Temos muito o que aprender É um feitiço tão latino Essa preguiça ser feitiço Mas tudo bem Voltarás na terça-feira És fogo e gelo ao mesmo tempo E vai ser bom Do Equador, da Venezuela, do Uruguai Teremos o fim de semana só pra nós Venha comigo Não tenha medo Tem muita gente Que pensa o mesmo Estou longe, longe Estou em outra estação Estou longe, longe Em outra estação Estou longe, longe Estou em outra estação Estou longe, longe"
142,Vamos Fazer um Filme," Achei um 3x4 teu e não quis acreditar Que tinha sido há tanto tempo atrás Um bom exemplo de bondade e respeito Do que o verdadeiro amor é capaz A minha escola não tem personagem A minha escola tem gente de verdade Alguém falou do fim do mundo, o fim do mundo já passou Vamos começar de novo: Um por todos, todos por um O sistema é mau, mas minha turma é legal Viver é foda, morrer é difícil Te ver é uma necessidade Vamos fazer um filme O sistema é mau, mas minha turma é legal Viver é foda, morrer é difícil Te ver é uma necessidade Vamos fazer um filme E hoje em dia, como é que se diz eu te amo? E hoje em dia, como é que se diz eu te amo? Sem essa de que: Estou sozinho Somos muito mais que isso Somos pinguim, somos golfinho Homem, sereia e beija-flor Leão, leoa e leão-marinho Eu preciso e quero ter carinho, liberdade e respeito Chega de opressão Quero viver a minha vida em paz Quero um milhão de amigos Quero irmãos e irmãs Deve de ser cisma minha Mas a única maneira ainda De imaginar a minha vida É vê-la como um musical dos anos trinta E no meio de uma depressão Te ver e ter beleza e fantasia E hoje em dia, como é que se diz eu te amo? E hoje em dia, como é que se diz eu te amo? E hoje em dia, como é que se diz eu te amo? E hoje em dia, vamos fazer um filme Eu te amo Eu te amo Eu te amo"
143,Venti Del Cuore, Campi di lavanda e l'auto che va Dietro quei cipressi la strada piegherà E passata la colina chissà Se la casa come un tempo mi apparirà Ed ogni volta che ti penso eri là Quel sorriso in tasca largo ed incredulo Quanti bimbi e cani avevi intorno E che chiasso di colori al tramonto E I ricordi si confondono Là dove non vorrei Le memorie poi s'increspano E non so più chi sei E I venti del cuore soffiano E gli angeli poi ci abbandonano Con la fame di volti e di parole Seguendo fantasmi d'amore I nostri fantasmi d'amore E mi sembrava quasi un'eternità Che non salivo scalzo sopra quel glicine In penombra ti guardavo dormire Nei capelli tutti I nidi d'aprile E le immagini si perdono Fermarle non potrei E le pagine non svelano Chi eri e chi ora sei E I venti del cuore soffiano E gli angeli poi ci abbandonano Con la voglia di voci e di persone Seguendo fantasmi d'amore I nostri fantasmi d'amore Seguendo fantasmi d'amore I nostri fantasmi d'amore Quando I venti del cuore soffiano Seguiamo fantasmi d'amore I nostri fantasmi d'amore Quando I venti del cuore soffiano Seguiamo fantasmi d'amore I nostri fantasmi d'amore Seguiamo fantasmi d'amore I nostri fantasmi d'amore
144,Vento No Litoral, De tarde quero descansar Chegar até a praia e ver Se o vento ainda está forte E vai ser bom subir nas pedras Sei que faço isso pra esquecer Eu deixo a onda me acertar E o vento vai levando tudo embora Agora está tão longe Ver a linha do horizonte me distrai Dos nossos planos é que tenho mais saudade Quando olhávamos juntos na mesma direção Aonde está você agora além de aqui dentro de mim? Agimos certo sem querer Foi só o tempo que errou Vai ser difícil sem você Porque você está comigo o tempo todo E quando vejo o mar Existe algo que diz Que a vida continua e se entregar é uma bobagem Já que você não está aqui O que posso fazer É cuidar de mim Quero ser feliz ao menos Lembra que o plano era ficarmos bem Eieieieiei! Olha só o que eu achei Humrum Cavalos-marinhos Sei que faço isso pra esquecer Eu deixo a onda me acertar E o vento vai levando tudo embora
145,Veraneio Vascaina," Cuidado, pessoal, lá vem vindo a veraneio Toda pintada de preto, branco, cinza e vermelho Com números do lado, dentro dois ou três tarados Assassinos armados, uniformizados Veraneio vascaína vem dobrando a esquina Porque pobre quando nasce com instinto assassino Sabe o que vai ser quando crescer desde menino Ladrão pra roubar, marginal pra matar Papai eu quero ser policial quando eu crescer Cuidado, pessoal, lá vem vindo a veraneio Toda pintada de preto, branco, cinza e vermelho Com números do lado, dentro dois ou três tarados Assassinos armados, uniformizados Veraneio vascaína vem dobrando a esquina Se eles vêm com fogo em cima, é melhor sair da frente Tanto faz, ninguém se importa se você é inocente Com uma arma na mão eu boto fogo no país E não vai ter problema eu sei estou do lado da lei Cuidado, pessoal, lá vem vindo a veraneio Toda pintada de preto, branco, cinza e vermelho Com números do lado, dentro dois ou três tarados Assassinos armados, uniformizados Veraneio vascaína vem dobrando a esquina Veraneio vascaína vem dobrando a esquina Veraneio vascaína vem dobrando a esquina"
146,Vinte e Nove," Perdi vinte em vinte e nove amizades Por conta de uma pedra em minhas mãos Me embriaguei morrendo vinte e nove vezes Estou aprendendo a viver sem você Já que você não me quer mais Passei vinte e nove meses num navio E vinte e nove dias na prisão E aos vinte e nove, com o retorno de Saturno Decidi começar a viver Quando você deixou de me amar Aprendi a perdoar E a pedir perdão E vinte e nove anjos me saudaram E tive vinte e nove amigos outra vez"
